# bounds derived from Fig. 11 of ATLAS-CONF-2020-008
# using the methode from arXiv:1912.08472
# ------------------------------------------------------
#  mDM[GeV]    lambda_HP_lim
   2	       0.011614397575105592
   4	       0.011623330870081622
   6	       0.011638296394759853
   8	       0.011659411078244366
   10	       0.011686842472384891
   12	       0.011720812825254062
   14	       0.01176160465661833
   16	       0.011809568127615312
   18	       0.011865130610791527
   20	       0.011928809019862074
   22	       0.012001225669648128
   24	       0.012083128733736945
   26	       0.01217541879389541
   28	       0.012279183599673813
   30	       0.012395744089669411
   32	       0.01252671615092198
   34	       0.01267409482186439
   36	       0.012840371224203367
   38	       0.013028698432150853
   40	       0.013243132622511608
   42	       0.013488993873351458
   44	       0.013773424498750426
   46	       0.014106288506503062
   48	       0.014501692874831214
   50	       0.014980720204722017
   52	       0.015576727786635675
   54	       0.016346714674033758
   55	       0.01682739869502421
   56	       0.01739945880098892
   57	       0.018097856378841995
   58	       0.01898088525044508
   59	       0.020155867361672932
   60	       0.021852341066564394
   60.5	       0.023057250226173158
   61	       0.024706589584644802
   61.5	       0.02721664302951702
   62	       0.031995829952653376
   62.2	       0.035857325295191006
   62.3	       0.03905414642810385
   62.4	       0.044519880693537114
   62.42	   0.04620180960818371
   62.44	   0.04825936540830622
   62.45	   0.04948177229963529
   62.46	   0.05087676548748177
   62.47	   0.05249380582985384
   62.48	   0.05440584278042371
   62.49	   0.05672642207897913
   62.495	   0.05809454964973205
   62.5	       0.05964542056877671
   62.505	   0.06142823675125696
   62.51	   0.06351394944515654
   62.515	   0.0660098237839145
   62.52	   0.06908832341818064
   62.525	   0.07305097892111195
   62.53	   0.07849301504586909
   62.532	   0.0813463142280762
   62.534	   0.08480480643814335
   62.535	   0.08684091473821622
   62.536	   0.08914579605343166
   62.537	   0.09179035732281349
   62.538	   0.09487584930640872
   62.539	   0.09855319402304438
   62.54	   0.10305989737406046
   62.541	   0.10879696107847266
   62.542	   0.11650771951611029
   62.543	   0.12775193365462698
   62.544	   0.1462686586691594
   62.5445	   0.16058304550276084
   62.5447	   0.16754447432183062
   62.5448	   0.17127310363641432
   62.5449	   0.17514299465473937
   62.54492	   0.17593171963142204
   62.54495	   0.17712294777816937
   62.54497	   0.17792216805779326
   62.54498	   0.17832320390035344
   62.54499	   0.17872514724637964
   62.544995   0.17892644904819377
   62.544999   0.17908764521095463
   62.545	   0.17912796546630405
   62.546	   0.2188330439548013
   62.547	   0.24989335986246164
   62.548	   0.27365586730676256
   62.55	   0.30916980528802707
   62.552	   0.3359651109076091
   62.554	   0.3578178249745328
   62.557	   0.38487676570505286
   62.56	   0.4074628356944603
   62.563	   0.427019807497289
   62.567	   0.44976144509704696
   62.57	   0.4649490009923503
   62.573	   0.47889110700352666
   62.577	   0.49591918105642385
   62.58	   0.5077249958751334
   62.585	   0.5259043363047065
   62.59	   0.5425471520293436
   62.6	       0.5722871825284807
   62.61	   0.5984592871361659
   62.62	   0.6219689007307279
   62.63	   0.6434045751090787
   62.64	   0.6631724367789633
   62.65	   0.6815656289664502
   62.675	   0.7228518471345476
   62.7	       0.7590865578745649
   62.8	       0.8741365238017264
   62.9	       0.9625741395134105
   63	       1.0364167562015585
   63.25	   1.1855608132785926
   63.5	       1.3060123343237675
   63.75	   1.409800586171772
   64	       1.5025107576471908
   64.25	   1.5872430668759885
   64.5	       1.665916705664463
   64.75	   1.7398113247928861
   65	       1.809827526483429
   66	       2.06219191273738
   68	       2.490139867831879
   70	       2.865501992128858
   72	       3.2127826745485164
   75	       3.7042777643165765
   79	       4.331768064150027
   85	       5.255101107329981
   91	       6.190246015095826
   98	       7.3287837530656565
   105	       8.550424728039399
   113	       10.098092690530569
   121	       11.89144913687753
   130	       14.438347412726047
   140	       20.612443942146147
   150	       22.16130138020029
   170	       25.061744618882305
   200	       29.09973333091371
