5.37  4.786e-29  0.37    0.10 
5.37  5.248e-29  0.39    -0.01 
5.37  5.754e-29  0.41    -0.13 
5.37  6.310e-29  0.42    -0.24 
5.37  6.918e-29  0.44    -0.35 
5.37  7.586e-29  0.46    -0.45 
5.37  8.318e-29  0.48    -0.55 
5.37  9.120e-29  0.51    -0.65 
5.37  1.000e-28  0.53    -0.74 
5.37  1.096e-28  0.56    -0.83 
5.37  1.202e-28  0.59    -0.92 
5.37  1.318e-28  0.63    -1.01 
5.37  1.445e-28  0.66    -1.08 
5.37  1.585e-28  0.71    -1.16 
5.37  1.738e-28  0.76    -1.23 
5.37  1.905e-28  0.81    -1.36 
5.37  2.089e-28  0.86    -1.53 
5.37  2.291e-28  0.92    -1.77 
5.37  2.512e-28  0.99    -1.98 
5.37  2.754e-28  1.07    -2.19 
5.37  3.020e-28  1.16    -2.39 
5.37  3.311e-28  1.25    -2.58 
5.37  3.631e-28  1.36    -2.76 
5.37  3.981e-28  1.47    -2.92 
5.37  4.365e-28  1.59    -3.07 
5.37  4.786e-28  1.73    -3.21 
5.37  5.248e-28  1.89    -3.33 
5.37  5.754e-28  2.07    -3.44 
5.37  6.310e-28  2.27    -3.53 
5.37  6.918e-28  2.50    -3.60 
5.37  7.586e-28  2.75    -3.66 
5.37  8.318e-28  3.04    -3.71 
5.37  9.120e-28  3.37    -3.74 
5.37  1.000e-27  3.73    -3.76 
5.37  1.096e-27  4.17    -3.77 
5.37  1.202e-27  4.64    -3.76 
5.37  1.318e-27  5.21    -3.74 
5.37  1.445e-27  5.86    -3.69 
5.37  1.585e-27  6.61    -3.61 
5.37  1.738e-27  7.47    -3.51 
5.37  1.905e-27  8.47    -3.38 
5.37  2.089e-27  9.61    -3.21 
5.37  2.291e-27  10.96    -3.02 
5.37  2.512e-27  12.49    -2.81 
5.37  2.754e-27  14.33    -2.57 
5.37  3.020e-27  16.45    -2.28 
5.37  3.311e-27  18.91    -1.96 
5.37  3.631e-27  21.78    -1.59 
5.37  3.981e-27  25.15    -1.18 
5.37  4.365e-27  28.88    -0.71 
5.37  4.786e-27  32.42    -0.20 
5.37  5.248e-27  36.46    0.37 
5.37  5.754e-27  40.84    1.00 
5.37  6.310e-27  45.59    1.68 
5.37  6.918e-27  50.87    2.42 
5.37  7.586e-27  57.02    3.22 
5.37  8.318e-27  64.05    4.10 
5.37  9.120e-27  72.40    5.05 
5.37  1.000e-26  81.23    6.07 
5.37  1.096e-26  91.25    7.18 
5.37  1.202e-26  102.06    8.36 
5.37  1.318e-26  112.93    9.64 
5.37  1.445e-26  124.16    11.02 
5.37  1.585e-26  136.25    12.50 
5.37  1.738e-26  149.38    14.09 
5.37  1.905e-26  163.81    15.80 
