4.884   1.000e-29   -0.172 
4.884   1.096e-29   -0.172 
4.884   1.202e-29   -0.172 
4.884   1.318e-29   -0.172 
4.884   1.445e-29   -0.172 
4.884   1.585e-29   -0.172 
4.884   1.738e-29   -0.172 
4.884   1.905e-29   -0.172 
4.884   2.089e-29   -0.172 
4.884   2.291e-29   -0.172 
4.884   2.512e-29   -0.172 
4.884   2.754e-29   -0.172 
4.884   3.020e-29   -0.172 
4.884   3.311e-29   -0.172 
4.884   3.631e-29   -0.172 
4.884   3.981e-29   -0.172 
4.884   4.365e-29   -0.172 
4.884   4.786e-29   -0.172 
4.884   5.248e-29   -0.172 
4.884   5.754e-29   -0.172 
4.884   6.310e-29   -0.172 
4.884   6.918e-29   -0.172 
4.884   7.586e-29   -0.172 
4.884   8.318e-29   -0.172 
4.884   9.120e-29   -0.172 
4.884   1.000e-28   -0.172 
4.884   1.096e-28   -0.191 
4.884   1.202e-28   -0.212 
4.884   1.318e-28   -0.235 
4.884   1.445e-28   -0.262 
4.884   1.585e-28   -0.291 
4.884   1.738e-28   -0.325 
4.884   1.905e-28   -0.362 
4.884   2.089e-28   -0.405 
4.884   2.291e-28   -0.454 
4.884   2.512e-28   -0.508 
4.884   2.754e-28   -0.572 
4.884   3.020e-28   -0.643 
4.884   3.311e-28   -0.724 
4.884   3.631e-28   -0.819 
4.884   3.981e-28   -0.922 
4.884   4.365e-28   -1.049 
4.884   4.786e-28   -1.189 
4.884   5.248e-28   -1.354 
4.884   5.754e-28   -1.546 
4.884   6.310e-28   -1.756 
4.884   6.918e-28   -2.022 
4.884   7.586e-28   -2.315 
4.884   8.318e-28   -2.663 
4.884   9.120e-28   -3.074 
4.884   1.000e-27   -3.524 
4.884   1.096e-27   -4.109 
4.884   1.202e-27   -4.750 
4.884   1.318e-27   -5.523 
4.884   1.445e-27   -6.445 
4.884   1.585e-27   -7.455 
4.884   1.738e-27   -8.791 
4.884   1.905e-27   -10.255 
4.884   2.089e-27   -12.039 
4.884   2.291e-27   -14.181 
4.884   2.512e-27   -16.530 
4.884   2.754e-27   -19.675 
4.884   3.020e-27   -23.123 
4.884   3.311e-27   -27.342 
4.884   3.631e-27   -32.426 
4.884   3.981e-27   -38.000 
4.884   4.365e-27   -45.467 
4.884   4.786e-27   -53.655 
4.884   5.248e-27   -63.428 
4.884   5.754e-27   -74.977 
4.884   6.310e-27   -87.640 
4.884   6.918e-27   -100.704 
4.884   7.586e-27   -115.028 
4.884   8.318e-27   -131.109 
4.884   9.120e-27   -149.135 
4.884   1.000e-26   -168.900 
4.884   1.096e-26   -194.610 
4.884   1.202e-26   -222.801 
4.884   1.318e-26   -255.228 
4.884   1.445e-26   -292.372 
4.884   1.585e-26   -333.100 
4.884   1.738e-26   -384.632 
4.884   1.905e-26   -441.136 
4.884   2.089e-26   -472.201 
4.884   2.291e-26   -473.918 
4.884   2.512e-26   -475.800 
4.884   2.754e-26   -475.800 
4.884   3.020e-26   -475.800 
4.884   3.311e-26   -475.800 
4.884   3.631e-26   -475.800 
4.884   3.981e-26   -475.800 
4.884   4.365e-26   -475.800 
4.884   4.786e-26   -475.800 
4.884   5.248e-26   -475.800 
4.884   5.754e-26   -475.800 
4.884   6.310e-26   -475.800 
4.884   6.918e-26   -475.800 
4.884   7.586e-26   -475.800 
4.884   8.318e-26   -475.800 
4.884   9.120e-26   -475.800 
4.884   1.000e-25   -475.800 
