40.185 1.000e-05 1.490e+05 
40.185 1.028e-05 1.455e+05 
40.185 1.057e-05 1.421e+05 
40.185 1.087e-05 1.387e+05 
40.185 1.117e-05 1.355e+05 
40.185 1.148e-05 1.323e+05 
40.185 1.181e-05 1.291e+05 
40.185 1.214e-05 1.261e+05 
40.185 1.248e-05 1.231e+05 
40.185 1.283e-05 1.202e+05 
40.185 1.319e-05 1.174e+05 
40.185 1.356e-05 1.146e+05 
40.185 1.394e-05 1.119e+05 
40.185 1.433e-05 1.092e+05 
40.185 1.473e-05 1.066e+05 
40.185 1.515e-05 1.041e+05 
40.185 1.557e-05 1.016e+05 
40.185 1.601e-05 9.923e+04 
40.185 1.646e-05 9.687e+04 
40.185 1.692e-05 9.456e+04 
40.185 1.740e-05 9.231e+04 
40.185 1.789e-05 9.011e+04 
40.185 1.839e-05 8.799e+04 
40.185 1.890e-05 8.589e+04 
40.185 1.943e-05 8.383e+04 
40.185 1.998e-05 8.183e+04 
40.185 2.054e-05 7.987e+04 
40.185 2.112e-05 7.796e+04 
40.185 2.171e-05 7.609e+04 
40.185 2.232e-05 7.427e+04 
40.185 2.295e-05 7.250e+04 
40.185 2.359e-05 7.076e+04 
40.185 2.425e-05 6.906e+04 
40.185 2.493e-05 6.740e+04 
40.185 2.563e-05 6.578e+04 
40.185 2.635e-05 6.419e+04 
40.185 2.709e-05 6.266e+04 
40.185 2.785e-05 6.115e+04 
40.185 2.864e-05 5.967e+04 
40.185 2.944e-05 5.823e+04 
40.185 3.027e-05 5.682e+04 
40.185 3.112e-05 5.544e+04 
40.185 3.199e-05 5.410e+04 
40.185 3.289e-05 5.279e+04 
40.185 3.381e-05 5.151e+04 
40.185 3.476e-05 5.026e+04 
40.185 3.574e-05 4.904e+04 
40.185 3.674e-05 4.784e+04 
40.185 3.777e-05 4.667e+04 
40.185 3.883e-05 4.554e+04 
40.185 3.992e-05 4.443e+04 
40.185 4.104e-05 4.334e+04 
40.185 4.219e-05 4.228e+04 
40.185 4.338e-05 4.124e+04 
40.185 4.460e-05 4.023e+04 
40.185 4.585e-05 3.924e+04 
40.185 4.714e-05 3.828e+04 
40.185 4.846e-05 3.733e+04 
40.185 4.982e-05 3.642e+04 
40.185 5.122e-05 3.552e+04 
40.185 5.266e-05 3.464e+04 
40.185 5.413e-05 3.378e+04 
40.185 5.565e-05 3.294e+04 
40.185 5.722e-05 3.212e+04 
40.185 5.882e-05 3.132e+04 
40.185 6.047e-05 3.054e+04 
40.185 6.217e-05 2.978e+04 
40.185 6.392e-05 2.903e+04 
40.185 6.571e-05 2.830e+04 
40.185 6.756e-05 2.759e+04 
40.185 6.945e-05 2.690e+04 
40.185 7.140e-05 2.622e+04 
40.185 7.341e-05 2.556e+04 
40.185 7.547e-05 2.492e+04 
40.185 7.759e-05 2.429e+04 
40.185 7.976e-05 2.367e+04 
40.185 8.200e-05 2.307e+04 
40.185 8.430e-05 2.248e+04 
40.185 8.667e-05 2.191e+04 
40.185 8.910e-05 2.135e+04 
40.185 9.161e-05 2.080e+04 
40.185 9.418e-05 2.027e+04 
40.185 9.682e-05 1.975e+04 
40.185 9.954e-05 1.924e+04 
40.185 1.023e-04 1.874e+04 
40.185 1.052e-04 1.826e+04 
40.185 1.082e-04 1.778e+04 
40.185 1.112e-04 1.732e+04 
40.185 1.143e-04 1.687e+04 
40.185 1.175e-04 1.643e+04 
40.185 1.208e-04 1.600e+04 
40.185 1.242e-04 1.558e+04 
40.185 1.277e-04 1.517e+04 
40.185 1.313e-04 1.477e+04 
40.185 1.350e-04 1.438e+04 
40.185 1.388e-04 1.399e+04 
40.185 1.427e-04 1.362e+04 
40.185 1.467e-04 1.326e+04 
40.185 1.508e-04 1.291e+04 
40.185 1.550e-04 1.256e+04 
40.185 1.594e-04 1.222e+04 
40.185 1.638e-04 1.189e+04 
40.185 1.684e-04 1.157e+04 
40.185 1.732e-04 1.125e+04 
40.185 1.780e-04 1.094e+04 
